Posición arancelaria,Descripción,"CIIU 4dig
Rev. 3",Descripción.1,Utilización,Demanda
853080.0,"Aparatos eléctricos de señalización, seguridad, control o mando",3190,Otros tipos de equipo eléctrico ncp                                                                                                                                                                                                             ,General,"Varios (Energía eléctrica, maquinaria industrial, transporte, comercio al por menor, etc.)"
,,Total 3190,Otros tipos de equipo eléctrico ncp                                                                                                                                                                                                             ,,
901890.0,"Instrumentos y aparatos de la medicina, cirugia, odontologia",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901813.0,Aparatos de diagnostico de visualizacion por resonancia magnetica.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901920.0,"Aparatos de ozonoterapia, oxigenoterapia, aerosolterapia, respiratorio",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901850.0,Instrumentos y aparatos de oftalmologia.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901812.0,Aparatos de diagnostico mediante escaner,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901910.0,"Aparatos de mecanoterapia, masajes y sicotecnia",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902214.0,"Los demas, para uso medico, quirurgico o veterinario",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901819.0,"Aparatos de electrodiagnóstico, incl. los aparatos p/exploración funcional o para vigilancia de parámetros fisiológicos",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
940290.0,"Mesas de operaciones, mesas de reconocimiento y demás mobiliario especial p/medicina, cirugía, odontología, veterinaria",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902219.0,Aparatos de rayos x para otros usos.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901820.0,Aparatos de rayos ultravioletas o infrarrojos.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901849.0,Instrumentos y aparatos de odontologia.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901814.0,Aparatos de centellografia,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902212.0,Aparatos de tomografia computarizados,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902000.0,Aparatos respiratorios y máscaras antigas,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902221.0,"Aparatos que utilicen radiaciones alfa, beta o gama, para uso medico,",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901841.0,"Tornos dentales, incl. combinados con otros equipos dentales sobre basamento común",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
901811.0,Electrocardiografos.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902213.0,"Los demas, aparatos de rayos x para uso odontologicos",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
940210.0,"Sillones de dentista, de peluqueria y sillones similares y sus partes.",3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
841920.0,Esterilizadores medico-quirurgicos o de laboratorio.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
902229.0,Aparatos que utilicen radiaciones para otros usos.,3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,Específico,"Salud humana, instrumentos médicos, etc"
,,Total 3311,Equipo médico y quirúrgico y de aparatos ortopédicos                                                                                                                                                                                            ,,
903180.0,"Instrumentos, aparatos y maquinas",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902780.0,"Instrumentos y aparatos para ensayo de viscosidad, porosidad",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902790.0,Microtomos; partes y accesorios,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902920.0,Velocimetros y tacometros; estroboscopios.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902620.0,Instrumentos y aparatos para la medida o control de la presion,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
852691.0,Aparatos de radionavegacion,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903040.0,"Hipsómetros, kerdómetros, distorsiómetros, sofómetros, etc. concebidos p/técnicas de telecomunicación",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902830.0,Contadores de electricidad.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902750.0,"Instrumentos y aparatos que utilicen radiaciones opticas uv,",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902610.0,Instrumentos y aparatos p/medida o control del caudal o nivel de líquidos,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902710.0,Analizadores de gases o de humos.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902720.0,Cromatografos y aparatos de electroforesis.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903210.0,Termostatos de cocinas,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902820.0,Contadores de liquidos.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903010.0,Instrumentos y aparatos para la medida o deteccion de radiaciones ionicas,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902680.0,"Instrumentos y aparatos p/medida o control de las características variables de líquidos o gases, n.c.o.p.",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
852692.0,Aparatos de radiotelemando.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902519.0,"Termómetros y pirómetros, sin combinar con otros instrumentos",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903120.0,Bancos de pruebas,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903033.0,"Instrumentos y aparatos de medidas o revisión de voltaje corriente, resistencia o poder electrico, s/aparato de grabación",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903149.0,Instrumentos y aparatos opticos,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903220.0,Manostatos (presostatos).,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
852610.0,Aparatos de radiodeteccion y de radiosondeo (radar),3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903084.0,"Instrumentos y aparatos p/medida o control de magnitudes eléctricas, con dispositivo registrador, n.c.o.p. ",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903089.0,Instrumentos y aparatos para la medida o control de magnitud,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902480.0,Maquinas y aparatos para ensayos,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902730.0,"Espectrómetros, espectrofotómetros y espectrógrafos que utilicen radiaciones ópticas ""UV, visibles, IR""",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901580.0,"Instrumentos y aparatos de geodesia, topografia, agrimensura",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902580.0,"Densimetros, areometros, higrometros e instrumentos analogos",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903031.0,Multimetros.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901520.0,Teodolitos y taquimetros.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901780.0,Instrumentos manuales de medida de longitudes.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901420.0,Instrumentos y aparatos p/ navegación aérea o espacial,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901600.0,"Balanzas sensible a un peso inferior o igual a 5 cg, incluso con pesas",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903110.0,Maquinas para equilibrar piezas mecanicas.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903032.0,Multimetros con mecanismo de grabación,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902910.0,"Cuentarrevoluciones, contadores de produccion, taximetros, cuentakilometros",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901510.0,Telemetros,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903281.0,"Instrumentos y aparatos automaticos, hidraulicos y neumatico",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902810.0,Contadores de gases.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901480.0,Instrumentos y aparatos de navegacion,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901530.0,Niveles.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901730.0,"Micrometros, calibradores y calibres.",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903039.0,"Instrumentos y aparatos p/medida o control de voltage, corriente, poderes de resistencia o electricidad, c/despositivo registrador",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902410.0,Maquinas y aparatos para ensayos de metales.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903020.0,Osciloscopios y oscilografos catodicos,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901210.0,"Microscopios, excepto los opticos, y difractografos.",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901720.0,"Instrumento de dibujo, trazado o calculo",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901410.0,"Brujulas, incluidos los compases de navegacion.",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
902511.0,"Termómetros de líquido con lectura directa, sin combinar con otros instrumentos",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903082.0,"Instrumentos y aparatos para medida o control de obleas ""wafers"" o dispositivos, semiconductores",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901540.0,Instrumentos y aparatos de fotogrametria.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
901710.0,"Mesas y maquinas para dibujar, incluso automaticas.",3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
903141.0,Instrumentos y aparatos opticos para control de obleas.,3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",Específico,"Salud humana, instrumentos médicos, maquinaria industrial, etc"
,,Total 3312,"Instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, except                                                                                                                                                           ",,
903289.0,Instrumentos y aparatos para regulación o control,3313,Equipo de control de procesos industriales                                                                                                                                                                                                      ,General,Maquinaria industrial
,,Total 3313,Equipo de control de procesos industriales                                                                                                                                                                                                      ,,
901380.0,"Dispositivos, aparatos e instrumentos de optica.",3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901180.0,Microscopios opticos.,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901310.0,"Miras telescópicas p/armas; periscopios; visores p/máquinas, etc.",3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901320.0,"Laseres, excepto los diodos laser.",3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901120.0,"Microscopios ópticos p/fotomicrografía, cinefotomicrografía o microproyección",3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900640.0,Aparatos fotograficos con autorrevelado.,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900580.0,Instrumentos de astronomia y sus armaduras.,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901060.0,Pantallas de proyeccion,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901110.0,Microscopios estereoscopicos.,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901010.0,Aparatos y material para revelado automatico de peliculas fotograficas,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900630.0,"Cámaras especiales para fotografía submarina o aérea, examen médico de órganos internos o para laboratorios de medicina legal o identificación judicial",3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
901050.0,Aparatos y material para laboratorios fotograficos o cinema,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900710.0,Cámaras cinematográficas,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900610.0,Camaras de un uso preparados para imprimir cilindros y platos,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
900720.0,Proyectores,3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,Específico,"Varios (Servicios audiovisuales, Edición e impresión, óptica, etc.)."
,,Total 3320,Instrumentos de óptica y equipo fotográfico                                                                                                                                                                                                     ,,
870421.0,"Vehículos automóviles p/transporte de mercancías, c/motor de émbolo ""pistón"" de encendido por compresión ""diesel o semi-diesel"", de peso total con carga máxima <= 5 t",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870431.0,"Vehículos automóviles p/transporte de mercancías, c/ motor de émbolo ""pistón"" de encendido por chispa, carga máxima <= 5 t",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870120.0,Tractores de carretera para semirremolques.,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870422.0,"Vehículos automóviles p/transporte de mercancías, c/motor de émbolo ""pistón"" de encendido por compresión ""diesel o semi-diesel"", con carga máxima > 5 t e <= 20 t",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870423.0,"Vehículos automóviles p/transporte de mercancías, c/motor de émbolo ""pistón"" de encendido por compresión ""diesel o semi-diesel"", de peso total c/carga máxima > 20 t",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870210.0,"Vehículos automóviles p/transporte de >= 10 personas c/motor de émbolo ""pistón"", encendido por compresión ""diesel o semi-diesel""",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870530.0,Camiones de bomberos.,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870510.0,Camiones-grua.,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870540.0,Camiones-hormigonera.,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870590.0,"Vehiculos tales como coches barredores, regadores y analogos",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870520.0,Camiones automoviles para sondeos o perforaciones.,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870490.0,Vehiculos automoviles para el transporte de mercancias,3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
870432.0,"Vehículos automóviles p/transporte de mercancías, c/motor de émbolo ""pistón"" de encendido por chispa, con carga máxima > 5 t",3410,Vehículos automotores      ,Transporte,Transporte vial y automotriz
,,Total 3410,Vehículos automotores      ,,
871639.0,Carros de arrastre,3420,Carrocerías para vehículos automotores; remolques y semirremolques                                                                                                                                                               ,Transporte,Transporte vial y automotriz
871631.0,"Remolques y semiremolques, cisternas.",3420,Carrocerías para vehículos automotores; remolques y semirremolques                                                                                                                                                               ,Transporte,Transporte vial y automotriz
860900.0,Contenedores especialmente p/medios de transporte,3420,Carrocerías para vehículos automotores; remolques y semirremolques                                                                                                                                                               ,Transporte,Transporte vial y automotriz
871640.0,Remolques y semirremolques,3420,Carrocerías para vehículos automotores; remolques y semirremolques                                                                                                                                                               ,Transporte,Transporte vial y automotriz
,,Total 3420,Carrocerías para vehículos automotores; remolques y semirremolques                                                                                                                                                               ,,
890200.0,"Barcos de pesca, barcos factoría, demás barcos p/tratamiento o preparación de productos de la pesca",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890790.0,Artefactos flotantes,3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890110.0,"Transatlánticos, barcos p/excursiones ""de cruceros"", transbordadores",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890120.0,Barcos-cisternas.,3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890130.0,"Barcos-frigorifico, excepto los de la subpartida 890120",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890190.0,"Barcos p/transporte de mercancías, transporte mixto de personas y mercancías, etc.",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890400.0,Remolcadores y barcos empujadores.,3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890510.0,Dragas.,3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890520.0,"Plataformas de perforacion o de explotacion, flotantes o sumergibles.",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
890590.0,"Barcos faro, barcos bomba, pontones grúa, etc  donde la navegación sea accesoria",3511,Construcción y reparación de buques       ,Transporte,Transporte martímo y fluvial
,,Total 3511,Construcción y reparación de buques       ,,
860800.0,"Material fijo de vías férreas o simil. o de aparatos mecánicos de señalización, seguridad, control o mando de vías férreas o simil.",3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860210.0,Locomotoras diesel-electricas.,3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860110.0,"Locomotoras y locotractores, de energia electrica exterior.",3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860120.0,"Locomotoras y locotractores, de acumuladores electricos.",3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860290.0,Locomotoras y locotractores; tenderes.,3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860310.0,"Automotores y tranvias con motor, de energia electrica exterior.",3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
860390.0,"Automotores y tranvias con motor, excepto de energia elect.",3520,Locomotoras y de material rodante para ferrocarriles y tranvías                                                                                                                                                                                 ,Transporte,Transporte FF.CC.
